Sentence,class,file
Nat Genet 2006; 38:1440-5; PMID:17099714; http://dx.doi.org/ 10.1038/ng1915 65.,OADS,/arxiv_data1/oa_pdf/15/2e/spmg-2-11.PMC3341242.pdf
"Materials and Methods Data Source RNA-seq reads, generated from the modENCODE project (http://www.modencode.org/ ) from 30 developmental time points ( Graveley et al.",OADS,/arxiv_data1/oa_pdf/c5/d5/evs020.PMC3342871.pdf
"2011 ), were acquired from the NCBI Short Read Archive ( http://www.ncbi.nlm.nih.gov/sra?- term5srp001065 ).",Non-OADS,/arxiv_data1/oa_pdf/c5/d5/evs020.PMC3342871.pdf
Oligonu-cleotides for ampliﬁcation of lincRNA cDNAs were designed using E-RNAi ( http://www.dkfz.de/signaling/e-rnai3/ ).,OADS,/arxiv_data1/oa_pdf/c5/d5/evs020.PMC3342871.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/46/99/evs022.PMC3342872.pdf
The results ofcomparison are available online at http://esper.lab.nig.ac.jp/genome-composition-database/ .,OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
Materials and Methods Available complete genomes were collected from NCBI(http://www.ncbi.nlm.nih.gov/ ;Wheeler et al.,OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
"2007 ), Ensembl ( http://uswest.ensembl.org/ ;Flicek et al.",Non-OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
"2012 ), Uni- versity of California–Santa Cruz ( http://genome.ucsc.edu/ ; Fujita et al.",OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
"2012 ), and WormBase ( http://www.wormbase.org/ ; Harris 2010 ).",OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
Supplementary Material Supplementary ﬁgure 1 and table 1 are available at Genome Biology and Evolution online ( http://www.gbe.,OADS,/arxiv_data1/oa_pdf/22/2f/evs026.PMC3342873.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c4/fc/evs028.PMC3342874.pdf
Supplementary Material Supplementary ﬁgures S1–S4 and table S1 are available atGenome Biology and Evolution online ( http://www.gbe.,OADS,/arxiv_data1/oa_pdf/c4/fc/evs028.PMC3342874.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fe/b1/evs029.PMC3342875.pdf
"The strainswere mixed prior to the isolation of vRNA in the followingratios: 1:19, 1:4, 1:2, and 1:1 General Linear Models General linear models analysis of variance (ANOVA) wasconducted in Minitab version 15.0 ( http://www.minitab.",OADS,/arxiv_data1/oa_pdf/fe/b1/evs029.PMC3342875.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/17/70/evs030.PMC3342876.pdf
Materials and Methods Genome Sequences We retrieved all publicly available prokaryotic genomesequences and associated annotations from the Integrated Microbial Genomes (IMG) system ( http://genome.jgi-psf.,OADS,/arxiv_data1/oa_pdf/17/70/evs030.PMC3342876.pdf
Supplementary Material Supplementary ﬁgure S1 and table S1 are available at Genome Biology and Evolution online ( http://www.gbe.,OADS,/arxiv_data1/oa_pdf/17/70/evs030.PMC3342876.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.This article also appears with doi: 10.1093/molbev/mss098, in Molecular Biology and Evolution by permission of both Editors-in-Chief.",Non-OADS,/arxiv_data1/oa_pdf/85/18/evs031.PMC3342877.pdf
The CHAP 2 package is freelyavailable from http://www.bx.psu.edu/miller_lab .,Non-OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
The new software pack- age that includes our previous CHAP tools plus this neworthology-identifying pipeline is called CHAP 2 (freely avail-able from http://www.bx.psu.edu/miller_lab ).,Non-OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
"Whereas the output of our previous CHAP package is primarily conversioncalls, the output of the CHAP 2 orthology pipeline is a set of pairwise alignments in MAF format (see http://genome.ucsc.",OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
The DNA sequence data for these clusters are available at the ENSEMBL ( http://www.ensembl.org ) and GenBank (http://www.ncbi.nlm.nih.gov/genbank ) Web sites.,OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
Supplementary Material Supplementary material and tables S1 –S7are available at Genome Biology and Evolution online ( http://www.gbe.,Non-OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
"[cited 2012 Mar 22] Available from: http://www.repeatmasker.org Song G, Hsu C, Riemer C, Miller W. 2011.",Non-OADS,/arxiv_data1/oa_pdf/bb/cc/evs032.PMC3342878.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/0f/2c/evs033.PMC3342879.pdf
We obtained the sequences of piwiRNAs (piRNAs) forhuman from RNAdb ( http://jsm-research.imb.uq.edu.au/ rnadb/ ).,OADS,/arxiv_data1/oa_pdf/0f/2c/evs033.PMC3342879.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/5e/58/evs034.PMC3342880.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/af/c5/evs038.PMC3342881.pdf
"Thus, all raw data were parsed locally using 454 Replicate Filter(http://microbiomes.msu.edu/replicates/ ) to remove these ar- tifacts.",OADS,/arxiv_data1/oa_pdf/af/c5/evs038.PMC3342881.pdf
Large contigs ( .1000 bp) were submitted to open reading frame (ORF) Finder ( http://www.ncbi.nlm.,OADS,/arxiv_data1/oa_pdf/af/c5/evs038.PMC3342881.pdf
The raw data are available from the Dryad Repository: http://dx.doi.org/10.5061/dryad.83164r7v .,OADS,/arxiv_data1/oa_pdf/af/c5/evs038.PMC3342881.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/cb/6e/evs041.PMC3342882.pdf
Recent development of Roche GS FLX Titanium DNA sequencing technology enables one to se-quence numerous DNA fragments of more than 400 bpin average size ( ;1 kbp with the latest speciﬁcation in Feb- ruary 2012) without the vector-based cloning that tends tointroduce a bias in cloned sequences ( http://454.com/ products-solutions/454-seque ncing-system- portfolio.asp ).,Non-OADS,/arxiv_data1/oa_pdf/cb/6e/evs041.PMC3342882.pdf
"Materials and Methods Identiﬁcation of OR Genes from the Anole Lizard and the Python Genome Assembly We examined the draft genomic sequences of the green anole lizard (AnoCar2.0, May 2010; http://www.ensembl.",OADS,/arxiv_data1/oa_pdf/cb/6e/evs041.PMC3342882.pdf
"2004 ,http://genome.weizmann.ac.il/ horde/ ) using the FASTA search and classiﬁed into the same family as the best-hit human OR sequence.",Non-OADS,/arxiv_data1/oa_pdf/cb/6e/evs041.PMC3342882.pdf
"Available from: http://www.issg.org/ database Katoh K, Misawa K, Kuma K, Miyata T. 2002.",OADS,/arxiv_data1/oa_pdf/cb/6e/evs041.PMC3342882.pdf
"Keywords: HIV, Rev, RRE, export, scaffold, oligomer, assembly, RNA, virus Submitted: 07/28/11 Revised: 09/20/11Accepted: 09/22/11http://dx.doi.org/10.4161/rna.9.1.18178 *Correspondence to: Alan D. Frankel; Email: frankel@cgl.ucsf.eduThe HIV-1 Rev response element (RRE) is a ~350 nucleotide, highly structured, cis-acting RNA element essen- tial for viral replication.",OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Proc Natl Acad Sci USA 1991;88:683-7; PMID:1992459; http://dx.doi.org/10.1073/ pnas.88.3.683 2.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Nature 1989; 338:254-7; PMID:2784194; http://dx.doi.org/10.1038/338254a0 6.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1989; 57: 1155-65; PMID:2736624; http://dx.doi.org/10.1016/0092-8674(89)90053-6 7.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1989;59:789-95; PMID:2686839; http://dx.doi.org/10.1016/0092-8674(89)90602-8 8.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
J Mol Biol 1994; 241:193- 207; PMID:8057359; http://dx.doi.org/10.1006/jmbi.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Science 1989; 246:1625-9; PMID: 2688093; http://dx.doi.org/10.1126/science.2688093 11.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
J Mol Biol 1997; 266:950-62; PMID:9086273; http://dx.doi.org/ 10.1006/jmbi.1996.0858 12.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Nature 1989; 342: 714-6; PMID:2556643; http://dx.doi.org/10.1038/ 342714a0 13.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Nature 1989; 342: 816-9; PMID:2481237; http://dx.doi.org/10.1038/ 342816a0 14.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Science 1990; 247:845-8; PMID:2406903; http://dx.doi.org/ 10.1126/science.2406903 15.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1990; 60:685-93; PMID:1689218; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1991; 65:241-8; PMID:2015625; http://dx.doi.org/10.1016/0092-8674(91)90158-U 18.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Characterization of HIV-1 REV protein:binding stoichiometry and minimal RNA substrate.Nucleic Acids Res 1991; 19:1577-83; PMID:2027765; http://dx.doi.org/10.1093/nar/19.7.1577 19.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1990; 60:675-83; PMID:2406030; http://dx.doi.org/10.1016/0092-8674(90)90670-A 21.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1993; 73:1031-40; PMID:7684657; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Mol Cell 2008; 31:824-34; PMID:18922466;http://dx.doi.org/10.1016/j.molcel.2008.07.016 27.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Protein Sci2008; 17:420-30; PMID:18218716; http://dx.doi.org/ 10.1110/ps.073246608 29.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Nat Struct Mol Biol 2010; 17:1337-42; PMID:20953181; http://dx.doi.org/10.1038/nsmb.1902 30.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Proc Natl Acad Sci USA 2010; 107:12481-6; PMID:20616058; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
J Virol 2001; 75: 2957-71; PMID:11222721; http://dx.doi.org/10.1128/ JVI.75.6.2957-2971.2001 36.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell2009; 136:701-18; PMID:19239890; http://dx.doi.org/10.1016/j.cell.2009.02.009 41.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Cell 1989; 58:205-14; PMID:2752419;http://dx.doi.org/10.1016/0092-8674(89)90416-9 44.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Med Res Rev 2002; 22:617- 36; PMID:12369091; http://dx.doi.org/10.1002/med.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
J Virol 2011; 85:2333-41; PMID: 21159877; http://dx.doi.org/10.1128/JVI.01518-10 47.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Genes Dev 1990; 4:1014-22; PMID:2116986; http://dx.doi.org/10.1101/ gad.4.6.1014 48.,OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
EMBO J 1999; 18:1953-65; PMID:10202158; http://dx.doi.org/10.1093/emboj/18.7.1953 50.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
Annu Rev Microbiol 1998; 52:491-532; PMID: 9891806; http://dx.doi.org/10.1146/annurev.micro.,Non-OADS,/arxiv_data1/oa_pdf/67/26/rna-9-6.PMC3342944.pdf
"One auspicious example *Correspondence to: Ulrich Hahn; Email: uli.hahn@uni-hamburg.de Submitted: 08/02/11; Revised: 09/12/11; Accepted: 09/13/11 http://dx.doi.org/10.4161/rna.9.1.18062RESEARCH PAPER RNA Biology 9:1, 67 –80; January 2012; G2012 Landes Bioscience www.landesbioscience.com RNA Biology 67",Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Expert Opin Investig Drugs 1997; 6: 237-66; PMID:15989626; http://dx.doi.org/10.1517/ 13543784.6.3.237 2.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
J Leukoc Biol 2006; 80:227-36; PMID:16707558; http://dx.doi.org/10.1189/jlb.1105674 3.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Eur J Immunol 1993; 23:473-80; PMID:8436181; http://dx.doi.org/ 10.1002/eji.1830230226 5.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Clin Pharmacol Ther 2010; 87:396-8; PMID: 20305672; http://dx.doi.org/10.1038/clpt.2010.1 6.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Science 1990; 249:505-10; PMID: 2200121; http://dx.doi.org/10.1126/science.2200121 7.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Nature 1990; 346: 818-22; PMID:1697402; http://dx.doi.org/10.1038/ 346818a0 8.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
AnalBioanal Chem 2008; 390:1067-75; PMID:18049815;http://dx.doi.org/10.1007/s00216-007-1735-8 9.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Fold Des 1998; 3:423-31; PMID:9889155; http://dx.doi.org/10.1016/S1359-0278(98) 00059-510.,OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Aptamers that bind to the antibioticmoenomycin A. Bioorg Med Chem 2001; 9:2557-63; PMID:11557343; http://dx.doi.org/10.1016/S0968- 0896(01)00030-X 11.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
NucleicAcids Res 2009; 37:3094-109; PMID:19304999; http://dx.doi.org/10.1093/nar/gkp185 13.,OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
J Biochem 2006; 139:837-46; PMID: 16751591; http://dx.doi.org/10.1093/jb/mvj095 14.,OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Angew Chem Int Ed Engl 2008; 47:5190-3; PMID:18512861; http://dx.doi.org/10.1002/anie.200800216 15.,OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
PLoS One 2010; 5:pii: e13050; PMID:20927342; http://dx.doi.org/10.1371/journal.pone.0013050 17.,OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Cancer Res 2006; 66:5989-92; PMID:16778167; http://dx.doi.org/10.1158/0008-5472.CAN-05-4583 19.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Nat Biotechnol 2006; 24:1005-15; PMID:16823371; http://dx.doi.org/10.1038/nbt1223 20.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Nat Biotechnol 2009; 27: 839-49; PMID:19701187; http://dx.doi.org/10.1038/ nbt.1560 22.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
J Clin Invest 2011; 121:1692-708; PMID:21519141; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
Cancer Cell 2011; 19:456-69; PMID:21481788; http://dx.doi.org/10.1016/j.ccr.2011.03.009 24.,Non-OADS,/arxiv_data1/oa_pdf/d2/eb/rna-9-67.PMC3342945.pdf
