Sentence,class,file
Immunity 2009; 31:527-8; PMID:19833080; http://dx.doi.org/10.1016/j.immu- ni.2009.09.007.213.,OADS,/arxiv_data1/oa_pdf/12/2c/onci-1-1557.PMC3525611.pdf
"S19 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgUniversity of Pittsburgh, Pittsburgh, PA, 5International Academy of T elepathology,  Heidelberg, Germany, 6Department of Pathology, Emory University, Atlanta, GA,  7Department of Pathology, University of Michigan Medical School, Ann Arbor,  MI, 8Department of Pathology, Hospital General de Ciudad Real, Ciudad Real,  Spain, 9University of New South Wales, Centre for Health Systems and Safety  Research, Australian Institute of Health Innovation, New South Wales, Australia,  10University Freiburg, Institute of Pathology, Freiburg, Germany, 11Charite, Institute  of Pathology, Berlin, Germany, 12University of Wollongong, Centre for Health  Informatics and e-Health Research, New South Wales, Australia, 13Department  of Pathology, University of Calgary, Calgary, Ontario, Canada, 14Department of  Pathology, Iwate Medical University School of Medicine, Iwate Perfecture, Japan,  15Weiner Consulting Services, Florence, OR, 16Dennis Winsten & Associates, Inc.,  Tucson, AZ.",Non-OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
S20 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgDESIGN The 2nd ISC 2012 contained five domains to evaluate  different capabilities of participating systems.,OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
S21 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgworkflows and be compatible with AFMS IT-related  infrastructure.,OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
"S22 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgRecommendations for  Validating Whole Slide Imaging  for Diagnostic Purposes in  Pathology: College of American  Pathologists Pathology and  Laboratory Quality Center John H. Sinard1, Walter H. Henricks2, Alexis  B. Carter3, Lydia Contis4, Bruce A. Beckwith5,  Andrew J. Evans6, Christopher N. Otis7, Lisa  A. Fatheree8, Avtar Lal9, Anil V .",Non-OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
"S23 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgclient software installed on workstations for pathologists,  grossing, and autopsies.",OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
"S24 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgscan markers, RGBDemo and the Microsoft Kinect were  used to capture point cloud and color data from two  gross specimens: a mastectomy for breast cancer and a  hysterectomy for fibroids.",OADS,/arxiv_data1/oa_pdf/d9/97/JPI-3-37e.PMC3526823.pdf
"S12 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONCLUSION Automated analysis is a fast and useful tool in  assessment of Ki67 index, particularly at boundaries  of overlapping, but differentially managed diagnostic  entities.",OADS,/arxiv_data1/oa_pdf/d3/af/JPI-3-37b.PMC3526824.pdf
S13 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.org(UC).,Non-OADS,/arxiv_data1/oa_pdf/d3/af/JPI-3-37b.PMC3526824.pdf
S13 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.org(UC).,Non-OADS,/arxiv_data1/oa_pdf/a7/b3/JPI-3-37c.PMC3526825.pdf
S14 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgto support cost-effective high performance spatial queries  on commodity clusters.,OADS,/arxiv_data1/oa_pdf/a7/b3/JPI-3-37c.PMC3526825.pdf
S15 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgapplications related to digital pathology in the last two  decades.,Non-OADS,/arxiv_data1/oa_pdf/a7/b3/JPI-3-37c.PMC3526825.pdf
"S16 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONTENT In many cases, the size of an area of interest or image  analysis software may restrict simple quantitative  analysis.",Non-OADS,/arxiv_data1/oa_pdf/a7/b3/JPI-3-37c.PMC3526825.pdf
"TECHNOLOGY A Hamamatsu Nanozoomer 2.0 HT scanner with  associated scanning and viewing software, ImmunoRatio  image analysis software (http://imtmicroscope.uta.fi/ immunoratio/), and a basic desktop computer and  monitor were used in this study.",OADS,/arxiv_data1/oa_pdf/a7/b3/JPI-3-37c.PMC3526825.pdf
"S37 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orginviting module development by statisticians and human– machine interface researchers alike, is made available  with open source and in the public domain.",OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
"This result  is detailed in a July 2012 Pathology Informatics report,  and is also illustrated by a number of Y ouT ube webcasts,  including the two listed in http://imagejs.org.",OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
"S38 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgof Medicine, Atlanta, GA. E-mail: maggielou.hopkins3@gmail.com CONTENT Patient portals (PTPRs) are web portals typically offered  by a healthcare entity to allow patients to view their  entity-related medical information.",Non-OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
"TECHNOLOGY PubMed (http://www.ncbi.nlm.nih.gov/pubmed/) and  SurveyMonkey (http://www.surveymonkey.com) were used  to review the literature and collect data, respectively.",OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
S39 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgcetuximab and chemotherapy in first line therapy.,Non-OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
S40 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgunderstand relationships has been created.,Non-OADS,/arxiv_data1/oa_pdf/c9/19/JPI-3-37g.PMC3526826.pdf
"S16 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONTENT In many cases, the size of an area of interest or image  analysis software may restrict simple quantitative  analysis.",Non-OADS,/arxiv_data1/oa_pdf/fe/0b/JPI-3-37d.PMC3526827.pdf
"TECHNOLOGY A Hamamatsu Nanozoomer 2.0 HT scanner with  associated scanning and viewing software, ImmunoRatio  image analysis software (http://imtmicroscope.uta.fi/ immunoratio/), and a basic desktop computer and  monitor were used in this study.",OADS,/arxiv_data1/oa_pdf/fe/0b/JPI-3-37d.PMC3526827.pdf
"S17 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgexaminations lagged behind scores in other disciplines;  and evaluation of the small group sessions by students,  highly variable among instructors, ranged from high  praise to disappointment to virulent diatribes.",Non-OADS,/arxiv_data1/oa_pdf/fe/0b/JPI-3-37d.PMC3526827.pdf
"S18 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgthese, 76 required correction, with 73 corrected in the  first iteration.",Non-OADS,/arxiv_data1/oa_pdf/fe/0b/JPI-3-37d.PMC3526827.pdf
"S19 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgUniversity of Pittsburgh, Pittsburgh, PA, 5International Academy of T elepathology,  Heidelberg, Germany, 6Department of Pathology, Emory University, Atlanta, GA,  7Department of Pathology, University of Michigan Medical School, Ann Arbor,  MI, 8Department of Pathology, Hospital General de Ciudad Real, Ciudad Real,  Spain, 9University of New South Wales, Centre for Health Systems and Safety  Research, Australian Institute of Health Innovation, New South Wales, Australia,  10University Freiburg, Institute of Pathology, Freiburg, Germany, 11Charite, Institute  of Pathology, Berlin, Germany, 12University of Wollongong, Centre for Health  Informatics and e-Health Research, New South Wales, Australia, 13Department  of Pathology, University of Calgary, Calgary, Ontario, Canada, 14Department of  Pathology, Iwate Medical University School of Medicine, Iwate Perfecture, Japan,  15Weiner Consulting Services, Florence, OR, 16Dennis Winsten & Associates, Inc.,  Tucson, AZ.",Non-OADS,/arxiv_data1/oa_pdf/fe/0b/JPI-3-37d.PMC3526827.pdf
"S2 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgImmunohistochemical  Evaluation of Malignant  Mesothelioma Tissue Microarray:  National Mesothelioma Virtual  Bank Waqas Amin1, Malini Srinivasan2, Sang Y ong  Song2 Nancy B. Whelan1, Anil V .",Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
"S3 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.org(0.22 microns/pixel) and “×20” magnification (0.46  microns/pixel), respectively.",OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
S4 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgadversely affected by the presence of pen marks (dots)  on the glass slide surface.,Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
"S5 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgTECHNOLOGY Using an audience response system (T urning  Technologies, Y oungstown, Ohio, USA), we measured  answer accuracy and response time to questions  regarding information contained in the CAP Fallopian  tube Cancer Protocol; purposefully selected because it is  a complex report of a rare neoplasm and unfamiliar to  most clinicians.",Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
"S6 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgcases have had colposcopy and surgical biopsy follow-up,  of which 24 cases show correlation, with one case being  an under-interpreted as LSIL with a histological diagnosis  of squamous cell carcinoma.",Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
"S7 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgTeresa Bosler2, Richard Scheuermann2 1University of T exas Health Science Center San Antonio, San Antonio, 2University of  T exas Southwestern Dallas, Dallas, TX.",Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
S8 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.org38% per case for WSI “without dots” compared to 64% per  case for WSI “with dots” and 60% per case for static images.,OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
S9 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgunivariate logistical analysis looking for statistically and  clinically significant differences between the mean test  results and UP type.,Non-OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
"S10 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgRetrieving Molecular and  FISH Data from Pathology  Reports: A Comparison of  Synoptic and Natural Language  Search T ools in a Commercial  Anatomic Pathology Laboratory  Information System Geoffrey H. Smith, Shelley Caltharp, Deborah F .",OADS,/arxiv_data1/oa_pdf/fd/13/JPI-3-37a.PMC3526828.pdf
S26 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgin learning and using the software-3.3.,Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S27 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgof therapies, and to enable the discovery of morphological  hallmarks of specific, predictive genomic alterations.",Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
S28 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONTENT Quick response (QR) codes are barcodes with two- dimensional patterns that yield many possible  combinations.,OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"TECHNOLOGY Cerner CoPath v .3.2 with PICSPlus (Cerner Corporation, Kansas City, Missouri, USA) and online  QR code generator: http://qrcode.kaywa.com (Kaywa, San  Francisco, CA, USA).",OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S29 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgIndustrial Development Zone, Xiamen, Peoples Republic of China, 3Department  of Pathology, Division Cytopathology, H.-H.-University Düsseldorf, Germany.",Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
S30 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgDESIGN The core application development was completed in the  available release of the NYU VM (Beta 5).,OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S31 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.org0.671, and 0.656, respectively.",Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S32 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONTENT Digitizing glass slides using whole slide imaging (WSI)  scanners involves slide preparation and rapid, automated image acquisition aimed at generating an accurate digital representation of the original glass slide.",Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S33 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgRESULTS Prior to the PACS, all files were hosted on a shared server  based on a traditional file-folder hierarchy using accession  number as the root for cases.",OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"RESULTS The source code is made publicly available, with version control and documentation, at https://github.com/wilkinson/hpath.",OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"As detailed in the documentation, the  default hematopathology template, loaded by appending  “?https://raw.github.com/wilkinson/hpath/templates/ default.js”, can be replaced or extended by additional  user-defined modules.",OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S34 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgevaluation, is a tedious and time-consuming process  and it requires relatively complex, manual calculations.",Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
S35 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgwithin 48  h by electronically signing an attestation that  the patient was told of his/her diagnosis.,Non-OADS,/arxiv_data1/oa_pdf/62/aa/JPI-3-37f.PMC3526829.pdf
"S44 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgMitigating the Risks of Custom  Software Development in  Pathology using Open Source  Software Peter Gershkovich, John Sinard Department of Pathology, Yale Medical School, Yale University School of Medicine,  New Haven, CT .",Non-OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
"S45 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgDepartment of Pathology and Laboratory Medicine, Henry Ford Hospital, Detroit,  MI.",Non-OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
S46 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgdata was primarily due to theft (52.18%) or accidental  disclosure (18.39%).,Non-OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
S47 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgsignificant customizations to be effective.,Non-OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
TECHNOLOGY The portal (https://kingmed.upmc.com) is a web-based  interface coded in ColdFusion which enables telepathology  by incorporating clinical workflow with a whole slide  image (WSI) viewer.,OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
S48 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgtest probability had a value <1% [(0.99 + 5/439-1)/(0.99  + 0.95-1)].,OADS,/arxiv_data1/oa_pdf/88/83/JPI-3-37i.PMC3526830.pdf
"c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2013 Biochemical Society Biochemical Journal    www.biochemj.org © 2013 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
"An SeMet (selenomethionine) derivative of EssB-N was obtained using the protocol described above with full incorpor- ation achieved by metabolic inhibition [14] and conﬁrmed by c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2013 Biochemical Society © 2013 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
"Model geometry and the ﬁt to electron-density maps were monitored with MOLPROBITY [24] and the validation c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2013 Biochemical Society © 2013 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
Figures were prepared using PyMOL (http://www.pymol.org).,OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
"aureus coding sequences for EsxA, EsxB, EsaB and EssB-N [codon optimized for expression in E. coli K12 (Genscript)] were cloned into the XhoI/HindIII or BamHI/KpnI sites of a modiﬁed pT18 or pT25 plasmid [34] respectively (for primers see Supplementary Table S1 at http://www.biochemj.org/bj/449/bj4490469add.htm).",Non-OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
"EsaB, EsxA and BAP-tagged EssB-N were cloned, expressed and puriﬁed essentially as described for EssB-N (for theprimers see Supplementary Table S2 at http://www.biochemj.",OADS,/arxiv_data1/oa_pdf/bf/00/bj4490469.PMC3526858.pdf
